product_id,item_name,item_image,sort_order
UA-G3-Pro-B/W,Quick Start,/images/dcs-box.png,3
UA-G2-Pro-B/W,Device,/images/dcs-box.png,0
UA-G2-Pro-B/W,Mounting Kit,/images/dcs-box.png,1
UA-G2-Pro-B/W,Power Cable,/images/dcs-box.png,2
UA-G2-Pro-B/W,Quick Start,/images/dcs-box.png,3
UA-G3-Flex-B/W,Device,/images/dcs-box.png,0
UA-G3-Flex-B/W,Mounting Kit,/images/dcs-box.png,1
UA-G3-Flex-B/W,Power Cable,/images/dcs-box.png,2
UA-G3-Flex-B/W,Quick Start,/images/dcs-box.png,3
UA-G3-B/W,Device,/images/dcs-box.png,0
UA-G3-B/W,Mounting Kit,/images/dcs-box.png,1
UA-G3-B/W,Power Cable,/images/dcs-box.png,2
UA-G3-B/W,Quick Start,/images/dcs-box.png,3
UA-G2-B/W,Device,/images/dcs-box.png,0
UA-G2-B/W,Mounting Kit,/images/dcs-box.png,1
UA-G2-B/W,Power Cable,/images/dcs-box.png,2
UA-G2-B/W,Quick Start,/images/dcs-box.png,3
UA-Retrofit-Reader-B/W,Device,/images/dcs-box.png,0
UA-Retrofit-Reader-B/W,Mounting Kit,/images/dcs-box.png,1
UA-Retrofit-Reader-B/W,Power Cable,/images/dcs-box.png,2
UA-Retrofit-Reader-B/W,Quick Start,/images/dcs-box.png,3
UA-G3-Intercom,Device,/images/dcs-box.png,0
UA-G3-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G3-Intercom,Power Cable,/images/dcs-box.png,2
UA-G3-Intercom,Quick Start,/images/dcs-box.png,3
UA-G2-Intercom,Device,/images/dcs-box.png,0
UA-G2-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G2-Intercom,Power Cable,/images/dcs-box.png,2
UA-G2-Intercom,Quick Start,/images/dcs-box.png,3
UA-Ultra,Device,/images/dcs-box.png,0
UA-Ultra,Mounting Kit,/images/dcs-box.png,1
UA-Ultra,Power Cable,/images/dcs-box.png,2
UA-Ultra,Quick Start,/images/dcs-box.png,3
UA-G3-Intercom,Device,/images/dcs-box.png,0
UA-G3-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G3-Intercom,Power Cable,/images/dcs-box.png,2
UA-G3-Intercom,Quick Start,/images/dcs-box.png,3
UA-G2-Intercom,Device,/images/dcs-box.png,0
UA-G2-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G2-Intercom,Power Cable,/images/dcs-box.png,2
UA-G2-Intercom,Quick Start,/images/dcs-box.png,3
UA-G2-Intercom,Device,/images/dcs-box.png,0
UA-G2-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G2-Intercom,Power Cable,/images/dcs-box.png,2
UA-G2-Intercom,Quick Start,/images/dcs-box.png,3
UVC-G6-Pro-Entry,Device,/images/dcs-box.png,0
UVC-G6-Pro-Entry,Mounting Kit,/images/dcs-box.png,1
UVC-G6-Pro-Entry,Power Cable,/images/dcs-box.png,2
UVC-G6-Pro-Entry,Quick Start,/images/dcs-box.png,3
UVC-G6-Entry,Device,/images/dcs-box.png,0
UVC-G6-Entry,Mounting Kit,/images/dcs-box.png,1
UVC-G6-Entry,Power Cable,/images/dcs-box.png,2
UVC-G6-Entry,Quick Start,/images/dcs-box.png,3
EAH-8,Device,/images/dcs-box.png,0
EAH-8,Mounting Kit,/images/dcs-box.png,1
EAH-8,Power Cable,/images/dcs-box.png,2
EAH-8,Quick Start,/images/dcs-box.png,3
UA-Retrofit-Hub-2,Device,/images/dcs-box.png,0
UA-Retrofit-Hub-2,Mounting Kit,/images/dcs-box.png,1
UA-Retrofit-Hub-2,Power Cable,/images/dcs-box.png,2
UA-Retrofit-Hub-2,Quick Start,/images/dcs-box.png,3
UA-Hub-Door,Device,/images/dcs-box.png,0
UA-Hub-Door,Mounting Kit,/images/dcs-box.png,1
UA-Hub-Door,Power Cable,/images/dcs-box.png,2
UA-Hub-Door,Quick Start,/images/dcs-box.png,3
UA-Hub-Door-Mini,Device,/images/dcs-box.png,0
UA-Hub-Door-Mini,Mounting Kit,/images/dcs-box.png,1
UA-Hub-Door-Mini,Power Cable,/images/dcs-box.png,2
UA-Hub-Door-Mini,Quick Start,/images/dcs-box.png,3
UA-Hub-Gate,Device,/images/dcs-box.png,0
UA-Hub-Gate,Mounting Kit,/images/dcs-box.png,1
UA-Hub-Gate,Power Cable,/images/dcs-box.png,2
UA-Hub-Gate,Quick Start,/images/dcs-box.png,3
UA-Ultra,Device,/images/dcs-box.png,0
UA-Ultra,Mounting Kit,/images/dcs-box.png,1
UA-Ultra,Power Cable,/images/dcs-box.png,2
UA-Ultra,Quick Start,/images/dcs-box.png,3
UA-G3-SK-Pro,Device,/images/dcs-box.png,0
UA-G3-SK-Pro,Mounting Kit,/images/dcs-box.png,1
UA-G3-SK-Pro,Power Cable,/images/dcs-box.png,2
UA-G3-SK-Pro,Quick Start,/images/dcs-box.png,3
UA-G2-SK-Pro,Device,/images/dcs-box.png,0
UA-G2-SK-Pro,Mounting Kit,/images/dcs-box.png,1
UA-G2-SK-Pro,Power Cable,/images/dcs-box.png,2
UA-G2-SK-Pro,Quick Start,/images/dcs-box.png,3
UA-G3-SK,Device,/images/dcs-box.png,0
UA-G3-SK,Mounting Kit,/images/dcs-box.png,1
UA-G3-SK,Power Cable,/images/dcs-box.png,2
UA-G3-SK,Quick Start,/images/dcs-box.png,3
UA-G2-SK,Device,/images/dcs-box.png,0
UA-G2-SK,Mounting Kit,/images/dcs-box.png,1
UA-G2-SK,Power Cable,/images/dcs-box.png,2
UA-G2-SK,Quick Start,/images/dcs-box.png,3
UA-G3-SK-Gate,Device,/images/dcs-box.png,0
UA-G3-SK-Gate,Mounting Kit,/images/dcs-box.png,1
UA-G3-SK-Gate,Power Cable,/images/dcs-box.png,2
UA-G3-SK-Gate,Quick Start,/images/dcs-box.png,3
UA-G2-SK-Gate,Device,/images/dcs-box.png,0
UA-G2-SK-Gate,Mounting Kit,/images/dcs-box.png,1
UA-G2-SK-Gate,Power Cable,/images/dcs-box.png,2
UA-G2-SK-Gate,Quick Start,/images/dcs-box.png,3
UA-SK-Elevator,Device,/images/dcs-box.png,0
UA-SK-Elevator,Mounting Kit,/images/dcs-box.png,1
UA-SK-Elevator,Power Cable,/images/dcs-box.png,2
UA-SK-Elevator,Quick Start,/images/dcs-box.png,3
UA-G3-Intercom,Device,/images/dcs-box.png,0
UA-G3-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G3-Intercom,Power Cable,/images/dcs-box.png,2
UA-G3-Intercom,Quick Start,/images/dcs-box.png,3
UA-G2-Intercom,Device,/images/dcs-box.png,0
UA-G2-Intercom,Mounting Kit,/images/dcs-box.png,1
UA-G2-Intercom,Power Cable,/images/dcs-box.png,2
UA-G2-Intercom,Quick Start,/images/dcs-box.png,3
UA-Intercom-Viewer,Device,/images/dcs-box.png,0
UA-Intercom-Viewer,Mounting Kit,/images/dcs-box.png,1
UA-Intercom-Viewer,Power Cable,/images/dcs-box.png,2
UA-Intercom-Viewer,Quick Start,/images/dcs-box.png,3
ENVR,Device,/images/dcs-box.png,0
ENVR,Mounting Kit,/images/dcs-box.png,1
ENVR,Power Cable,/images/dcs-box.png,2
ENVR,Quick Start,/images/dcs-box.png,3
UNVR-pro,Device,/images/dcs-box.png,0
UNVR-pro,Mounting Kit,/images/dcs-box.png,1
UNVR-pro,Power Cable,/images/dcs-box.png,2
UNVR-pro,Quick Start,/images/dcs-box.png,3
UNVR,Device,/images/dcs-box.png,0
UNVR,Mounting Kit,/images/dcs-box.png,1
UNVR,Power Cable,/images/dcs-box.png,2
UNVR,Quick Start,/images/dcs-box.png,3
UNVR-Instant,Device,/images/dcs-box.png,0
UNVR-Instant,Mounting Kit,/images/dcs-box.png,1
UNVR-Instant,Power Cable,/images/dcs-box.png,2
UNVR-Instant,Quick Start,/images/dcs-box.png,3
UNVR-Instant-Kit,Device,/images/dcs-box.png,0
UNVR-Instant-Kit,Mounting Kit,/images/dcs-box.png,1
UNVR-Instant-Kit,Power Cable,/images/dcs-box.png,2
UNVR-Instant-Kit,Quick Start,/images/dcs-box.png,3
UA-Card-10-B/W,Device,/images/dcs-box.png,0
UA-Card-10-B/W,Mounting Kit,/images/dcs-box.png,1
UA-Card-10-B/W,Power Cable,/images/dcs-box.png,2
UA-Card-10-B/W,Quick Start,/images/dcs-box.png,3
UACC-Retrofit-PoE-2Wire,Device,/images/dcs-box.png,0
UACC-Retrofit-PoE-2Wire,Mounting Kit,/images/dcs-box.png,1
UACC-Retrofit-PoE-2Wire,Power Cable,/images/dcs-box.png,2
UACC-Retrofit-PoE-2Wire,Quick Start,/images/dcs-box.png,3
UACC-Reader-JB-B/W,Device,/images/dcs-box.png,0
UACC-Reader-JB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Reader-JB-B/W,Power Cable,/images/dcs-box.png,2
UACC-Reader-JB-B/W,Quick Start,/images/dcs-box.png,3
UACC-Reader-Pro-JB-B/W,Device,/images/dcs-box.png,0
UACC-Reader-Pro-JB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Reader-Pro-JB-B/W,Power Cable,/images/dcs-box.png,2
UACC-Reader-Pro-JB-B/W,Quick Start,/images/dcs-box.png,3
UACC-Reader-Pro-AM-B/W,Device,/images/dcs-box.png,0
UACC-Reader-Pro-AM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Reader-Pro-AM-B/W,Power Cable,/images/dcs-box.png,2
UACC-Reader-Pro-AM-B/W,Quick Start,/images/dcs-box.png,3
UACC-Intercom-SAM,Device,/images/dcs-box.png,0
UACC-Intercom-SAM,Mounting Kit,/images/dcs-box.png,1
UACC-Intercom-SAM,Power Cable,/images/dcs-box.png,2
UACC-Intercom-SAM,Quick Start,/images/dcs-box.png,3
UACC-Intercom-FM,Device,/images/dcs-box.png,0
UACC-Intercom-FM,Mounting Kit,/images/dcs-box.png,1
UACC-Intercom-FM,Power Cable,/images/dcs-box.png,2
UACC-Intercom-FM,Quick Start,/images/dcs-box.png,3
UACC-Intercom-Sunshield,Device,/images/dcs-box.png,0
UACC-Intercom-Sunshield,Mounting Kit,/images/dcs-box.png,1
UACC-Intercom-Sunshield,Power Cable,/images/dcs-box.png,2
UACC-Intercom-Sunshield,Quick Start,/images/dcs-box.png,3
UACC-Intercom-WM,Device,/images/dcs-box.png,0
UACC-Intercom-WM,Mounting Kit,/images/dcs-box.png,1
UACC-Intercom-WM,Power Cable,/images/dcs-box.png,2
UACC-Intercom-WM,Quick Start,/images/dcs-box.png,3
UACC-Intercom-Viewer-TS,Device,/images/dcs-box.png,0
UACC-Intercom-Viewer-TS,Mounting Kit,/images/dcs-box.png,1
UACC-Intercom-Viewer-TS,Power Cable,/images/dcs-box.png,2
UACC-Intercom-Viewer-TS,Quick Start,/images/dcs-box.png,3
UACC-Junction-Utility,Device,/images/dcs-box.png,0
UACC-Junction-Utility,Mounting Kit,/images/dcs-box.png,1
UACC-Junction-Utility,Power Cable,/images/dcs-box.png,2
UACC-Junction-Utility,Quick Start,/images/dcs-box.png,3
UACC-Retrofit-PSU-12V,Device,/images/dcs-box.png,0
UACC-Retrofit-PSU-12V,Mounting Kit,/images/dcs-box.png,1
UACC-Retrofit-PSU-12V,Power Cable,/images/dcs-box.png,2
UACC-Retrofit-PSU-12V,Quick Start,/images/dcs-box.png,3
UA-Button,Device,/images/dcs-box.png,0
UA-Button,Mounting Kit,/images/dcs-box.png,1
UA-Button,Power Cable,/images/dcs-box.png,2
UA-Button,Quick Start,/images/dcs-box.png,3
UACC-DoorCloser,Device,/images/dcs-box.png,0
UACC-DoorCloser,Mounting Kit,/images/dcs-box.png,1
UACC-DoorCloser,Power Cable,/images/dcs-box.png,2
UACC-DoorCloser,Quick Start,/images/dcs-box.png,3
UACC-PanicBar,Device,/images/dcs-box.png,0
UACC-PanicBar,Mounting Kit,/images/dcs-box.png,1
UACC-PanicBar,Power Cable,/images/dcs-box.png,2
UACC-PanicBar,Quick Start,/images/dcs-box.png,3
UA-Lock-Magnetic-270kg,Device,/images/dcs-box.png,0
UA-Lock-Magnetic-270kg,Mounting Kit,/images/dcs-box.png,1
UA-Lock-Magnetic-270kg,Power Cable,/images/dcs-box.png,2
UA-Lock-Magnetic-270kg,Quick Start,/images/dcs-box.png,3
UACC-Lock-Strike-Secure-15mm,Device,/images/dcs-box.png,0
UACC-Lock-Strike-Secure-15mm,Mounting Kit,/images/dcs-box.png,1
UACC-Lock-Strike-Secure-15mm,Power Cable,/images/dcs-box.png,2
UACC-Lock-Strike-Secure-15mm,Quick Start,/images/dcs-box.png,3
UACC-Lock-Strike-Safe-15mm,Device,/images/dcs-box.png,0
UACC-Lock-Strike-Safe-15mm,Mounting Kit,/images/dcs-box.png,1
UACC-Lock-Strike-Safe-15mm,Power Cable,/images/dcs-box.png,2
UACC-Lock-Strike-Safe-15mm,Quick Start,/images/dcs-box.png,3
UACC-Cable-DoorLockRelay-1P,Device,/images/dcs-box.png,0
UACC-Cable-DoorLockRelay-1P,Mounting Kit,/images/dcs-box.png,1
UACC-Cable-DoorLockRelay-1P,Power Cable,/images/dcs-box.png,2
UACC-Cable-DoorLockRelay-1P,Quick Start,/images/dcs-box.png,3
UACC-Cable-DoorLockRelay-2P,Device,/images/dcs-box.png,0
UACC-Cable-DoorLockRelay-2P,Mounting Kit,/images/dcs-box.png,1
UACC-Cable-DoorLockRelay-2P,Power Cable,/images/dcs-box.png,2
UACC-Cable-DoorLockRelay-2P,Quick Start,/images/dcs-box.png,3
UA-Pocket,Device,/images/dcs-box.png,0
UA-Pocket,Mounting Kit,/images/dcs-box.png,1
UA-Pocket,Power Cable,/images/dcs-box.png,2
UA-Pocket,Quick Start,/images/dcs-box.png,3
UA-Rescue,Device,/images/dcs-box.png,0
UA-Rescue,Mounting Kit,/images/dcs-box.png,1
UA-Rescue,Power Cable,/images/dcs-box.png,2
UA-Rescue,Quick Start,/images/dcs-box.png,3
UNAS-Pro-8,Device,/images/dcs-box.png,0
UNAS-Pro-8,Mounting Kit,/images/dcs-box.png,1
UNAS-Pro-8,Power Cable,/images/dcs-box.png,2
UNAS-Pro-8,Quick Start,/images/dcs-box.png,3
UNAS-Pro-4,Device,/images/dcs-box.png,0
UNAS-Pro-4,Mounting Kit,/images/dcs-box.png,1
UNAS-Pro-4,Power Cable,/images/dcs-box.png,2
UNAS-Pro-4,Quick Start,/images/dcs-box.png,3
UNAS-Pro,Device,/images/dcs-box.png,0
UNAS-Pro,Mounting Kit,/images/dcs-box.png,1
UNAS-Pro,Power Cable,/images/dcs-box.png,2
UNAS-Pro,Quick Start,/images/dcs-box.png,3
UNAS-2-B/W,Device,/images/dcs-box.png,0
UNAS-2-B/W,Mounting Kit,/images/dcs-box.png,1
UNAS-2-B/W,Power Cable,/images/dcs-box.png,2
UNAS-2-B/W,Quick Start,/images/dcs-box.png,3
UNAS-4-B/W,Device,/images/dcs-box.png,0
UNAS-4-B/W,Mounting Kit,/images/dcs-box.png,1
UNAS-4-B/W,Power Cable,/images/dcs-box.png,2
UNAS-4-B/W,Quick Start,/images/dcs-box.png,3
UPS-2U,Device,/images/dcs-box.png,0
UPS-2U,Mounting Kit,/images/dcs-box.png,1
UPS-2U,Power Cable,/images/dcs-box.png,2
UPS-2U,Quick Start,/images/dcs-box.png,3
UPS-Tower,Device,/images/dcs-box.png,0
UPS-Tower,Mounting Kit,/images/dcs-box.png,1
UPS-Tower,Power Cable,/images/dcs-box.png,2
UPS-Tower,Quick Start,/images/dcs-box.png,3
USW-Mission-Critical(120W),Device,/images/dcs-box.png,0
USW-Mission-Critical(120W),Mounting Kit,/images/dcs-box.png,1
USW-Mission-Critical(120W),Power Cable,/images/dcs-box.png,2
USW-Mission-Critical(120W),Quick Start,/images/dcs-box.png,3
USP-RPS,Device,/images/dcs-box.png,0
USP-RPS,Mounting Kit,/images/dcs-box.png,1
USP-RPS,Power Cable,/images/dcs-box.png,2
USP-RPS,Quick Start,/images/dcs-box.png,3
USP-PDU-Pro,Device,/images/dcs-box.png,0
USP-PDU-Pro,Mounting Kit,/images/dcs-box.png,1
USP-PDU-Pro,Power Cable,/images/dcs-box.png,2
USP-PDU-Pro,Quick Start,/images/dcs-box.png,3
USP-PDU-HD,Device,/images/dcs-box.png,0
USP-PDU-HD,Mounting Kit,/images/dcs-box.png,1
USP-PDU-HD,Power Cable,/images/dcs-box.png,2
USP-PDU-HD,Quick Start,/images/dcs-box.png,3
U5G-Max,Device,/images/dcs-box.png,0
U5G-Max,Mounting Kit,/images/dcs-box.png,1
U5G-Max,Power Cable,/images/dcs-box.png,2
U5G-Max,Quick Start,/images/dcs-box.png,3
U5G-Max-Outdoor,Device,/images/dcs-box.png,0
U5G-Max-Outdoor,Mounting Kit,/images/dcs-box.png,1
U5G-Max-Outdoor,Power Cable,/images/dcs-box.png,2
U5G-Max-Outdoor,Quick Start,/images/dcs-box.png,3
UMR-Industrial,Device,/images/dcs-box.png,0
UMR-Industrial,Mounting Kit,/images/dcs-box.png,1
UMR-Industrial,Power Cable,/images/dcs-box.png,2
UMR-Industrial,Quick Start,/images/dcs-box.png,3
UMR-Ultra,Device,/images/dcs-box.png,0
UMR-Ultra,Mounting Kit,/images/dcs-box.png,1
UMR-Ultra,Power Cable,/images/dcs-box.png,2
UMR-Ultra,Quick Start,/images/dcs-box.png,3
UMR,Device,/images/dcs-box.png,0
UMR,Mounting Kit,/images/dcs-box.png,1
UMR,Power Cable,/images/dcs-box.png,2
UMR,Quick Start,/images/dcs-box.png,3
U-LTE,Device,/images/dcs-box.png,0
U-LTE,Mounting Kit,/images/dcs-box.png,1
U-LTE,Power Cable,/images/dcs-box.png,2
U-LTE,Quick Start,/images/dcs-box.png,3
U-LTE-Backup Pro,Device,/images/dcs-box.png,0
U-LTE-Backup Pro,Mounting Kit,/images/dcs-box.png,1
U-LTE-Backup Pro,Power Cable,/images/dcs-box.png,2
U-LTE-Backup Pro,Quick Start,/images/dcs-box.png,3
UTP-G3-Touch-Enterprise,Device,/images/dcs-box.png,0
UTP-G3-Touch-Enterprise,Mounting Kit,/images/dcs-box.png,1
UTP-G3-Touch-Enterprise,Power Cable,/images/dcs-box.png,2
UTP-G3-Touch-Enterprise,Quick Start,/images/dcs-box.png,3
UTP-G3-Touch-Pro,Device,/images/dcs-box.png,0
UTP-G3-Touch-Pro,Mounting Kit,/images/dcs-box.png,1
UTP-G3-Touch-Pro,Power Cable,/images/dcs-box.png,2
UTP-G3-Touch-Pro,Quick Start,/images/dcs-box.png,3
UTP-G3-Touch-Wall,Device,/images/dcs-box.png,0
UTP-G3-Touch-Wall,Mounting Kit,/images/dcs-box.png,1
UTP-G3-Touch-Wall,Power Cable,/images/dcs-box.png,2
UTP-G3-Touch-Wall,Quick Start,/images/dcs-box.png,3
UTP-TouchMax-B/W,Device,/images/dcs-box.png,0
UTP-TouchMax-B/W,Mounting Kit,/images/dcs-box.png,1
UTP-TouchMax-B/W,Power Cable,/images/dcs-box.png,2
UTP-TouchMax-B/W,Quick Start,/images/dcs-box.png,3
UTP-Touch-B/W,Device,/images/dcs-box.png,0
UTP-Touch-B/W,Mounting Kit,/images/dcs-box.png,1
UTP-Touch-B/W,Power Cable,/images/dcs-box.png,2
UTP-Touch-B/W,Quick Start,/images/dcs-box.png,3
UT-G3-Handset,Device,/images/dcs-box.png,0
UT-G3-Handset,Mounting Kit,/images/dcs-box.png,1
UT-G3-Handset,Power Cable,/images/dcs-box.png,2
UT-G3-Handset,Quick Start,/images/dcs-box.png,3
UT-ATA,Device,/images/dcs-box.png,0
UT-ATA,Mounting Kit,/images/dcs-box.png,1
UT-ATA,Power Cable,/images/dcs-box.png,2
UT-ATA,Quick Start,/images/dcs-box.png,3
UC-EV-Station-Pro,Device,/images/dcs-box.png,0
UC-EV-Station-Pro,Mounting Kit,/images/dcs-box.png,1
UC-EV-Station-Pro,Power Cable,/images/dcs-box.png,2
UC-EV-Station-Pro,Quick Start,/images/dcs-box.png,3
UC-EV-Station-Lite,Device,/images/dcs-box.png,0
UC-EV-Station-Lite,Mounting Kit,/images/dcs-box.png,1
UC-EV-Station-Lite,Power Cable,/images/dcs-box.png,2
UC-EV-Station-Lite,Quick Start,/images/dcs-box.png,3
UPL-Amp-B/W,Device,/images/dcs-box.png,0
UPL-Amp-B/W,Mounting Kit,/images/dcs-box.png,1
UPL-Amp-B/W,Power Cable,/images/dcs-box.png,2
UPL-Amp-B/W,Quick Start,/images/dcs-box.png,3
UPL-Port-B/W,Device,/images/dcs-box.png,0
UPL-Port-B/W,Mounting Kit,/images/dcs-box.png,1
UPL-Port-B/W,Power Cable,/images/dcs-box.png,2
UPL-Port-B/W,Quick Start,/images/dcs-box.png,3
UC-Cast-Pro,Device,/images/dcs-box.png,0
UC-Cast-Pro,Mounting Kit,/images/dcs-box.png,1
UC-Cast-Pro,Power Cable,/images/dcs-box.png,2
UC-Cast-Pro,Quick Start,/images/dcs-box.png,3
UC-Cast-Lite,Device,/images/dcs-box.png,0
UC-Cast-Lite,Mounting Kit,/images/dcs-box.png,1
UC-Cast-Lite,Power Cable,/images/dcs-box.png,2
UC-Cast-Lite,Quick Start,/images/dcs-box.png,3
ECS-Aggregation,Device,/images/dcs-box.png,0
ECS-Aggregation,Mounting Kit,/images/dcs-box.png,1
ECS-Aggregation,Power Cable,/images/dcs-box.png,2
ECS-Aggregation,Quick Start,/images/dcs-box.png,3
USW-Pro-XG-Aggregation,Device,/images/dcs-box.png,0
USW-Pro-XG-Aggregation,Mounting Kit,/images/dcs-box.png,1
USW-Pro-XG-Aggregation,Power Cable,/images/dcs-box.png,2
USW-Pro-XG-Aggregation,Quick Start,/images/dcs-box.png,3
USW-Pro-Aggregation,Device,/images/dcs-box.png,0
USW-Pro-Aggregation,Mounting Kit,/images/dcs-box.png,1
USW-Pro-Aggregation,Power Cable,/images/dcs-box.png,2
USW-Pro-Aggregation,Quick Start,/images/dcs-box.png,3
USW-Aggregation,Device,/images/dcs-box.png,0
USW-Aggregation,Mounting Kit,/images/dcs-box.png,1
USW-Aggregation,Power Cable,/images/dcs-box.png,2
USW-Aggregation,Quick Start,/images/dcs-box.png,3
ECS-48-PoE(2150W),Device,/images/dcs-box.png,0
ECS-48-PoE(2150W),Mounting Kit,/images/dcs-box.png,1
ECS-48-PoE(2150W),Power Cable,/images/dcs-box.png,2
ECS-48-PoE(2150W),Quick Start,/images/dcs-box.png,3
ECS-24-PoE(1050W),Device,/images/dcs-box.png,0
ECS-24-PoE(1050W),Mounting Kit,/images/dcs-box.png,1
ECS-24-PoE(1050W),Power Cable,/images/dcs-box.png,2
ECS-24-PoE(1050W),Quick Start,/images/dcs-box.png,3
ECS-48S-PoE(2150W),Device,/images/dcs-box.png,0
ECS-48S-PoE(2150W),Mounting Kit,/images/dcs-box.png,1
ECS-48S-PoE(2150W),Power Cable,/images/dcs-box.png,2
ECS-48S-PoE(2150W),Quick Start,/images/dcs-box.png,3
ECS-24S-PoE(1050W),Device,/images/dcs-box.png,0
ECS-24S-PoE(1050W),Mounting Kit,/images/dcs-box.png,1
ECS-24S-PoE(1050W),Power Cable,/images/dcs-box.png,2
ECS-24S-PoE(1050W),Quick Start,/images/dcs-box.png,3
ECS-Aggregation,Device,/images/dcs-box.png,0
ECS-Aggregation,Mounting Kit,/images/dcs-box.png,1
ECS-Aggregation,Power Cable,/images/dcs-box.png,2
ECS-Aggregation,Quick Start,/images/dcs-box.png,3
USW-Pro-Max-48-PoE(720W),Device,/images/dcs-box.png,0
USW-Pro-Max-48-PoE(720W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-Max-48-PoE(720W),Power Cable,/images/dcs-box.png,2
USW-Pro-Max-48-PoE(720W),Quick Start,/images/dcs-box.png,3
USW-Pro-Max-24-PoE(400W),Device,/images/dcs-box.png,0
USW-Pro-Max-24-PoE(400W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-Max-24-PoE(400W),Power Cable,/images/dcs-box.png,2
USW-Pro-Max-24-PoE(400W),Quick Start,/images/dcs-box.png,3
USW-Pro-XG-48-PoE(1080),Device,/images/dcs-box.png,0
USW-Pro-XG-48-PoE(1080),Mounting Kit,/images/dcs-box.png,1
USW-Pro-XG-48-PoE(1080),Power Cable,/images/dcs-box.png,2
USW-Pro-XG-48-PoE(1080),Quick Start,/images/dcs-box.png,3
USW-Pro-XG-24-PoE(720W),Device,/images/dcs-box.png,0
USW-Pro-XG-24-PoE(720W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-XG-24-PoE(720W),Power Cable,/images/dcs-box.png,2
USW-Pro-XG-24-PoE(720W),Quick Start,/images/dcs-box.png,3
USW-Pro-HD-24-PoE(600W),Device,/images/dcs-box.png,0
USW-Pro-HD-24-PoE(600W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-HD-24-PoE(600W),Power Cable,/images/dcs-box.png,2
USW-Pro-HD-24-PoE(600W),Quick Start,/images/dcs-box.png,3
USW-Pro-XG-48,Device,/images/dcs-box.png,0
USW-Pro-XG-48,Mounting Kit,/images/dcs-box.png,1
USW-Pro-XG-48,Power Cable,/images/dcs-box.png,2
USW-Pro-XG-48,Quick Start,/images/dcs-box.png,3
USW-Pro-XG-24,Device,/images/dcs-box.png,0
USW-Pro-XG-24,Mounting Kit,/images/dcs-box.png,1
USW-Pro-XG-24,Power Cable,/images/dcs-box.png,2
USW-Pro-XG-24,Quick Start,/images/dcs-box.png,3
USW-Pro-XG-10-PoE(400W),Device,/images/dcs-box.png,0
USW-Pro-XG-10-PoE(400W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-XG-10-PoE(400W),Power Cable,/images/dcs-box.png,2
USW-Pro-XG-10-PoE(400W),Quick Start,/images/dcs-box.png,3
USW-Pro-Max-16-PoE(180W),Device,/images/dcs-box.png,0
USW-Pro-Max-16-PoE(180W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-Max-16-PoE(180W),Power Cable,/images/dcs-box.png,2
USW-Pro-Max-16-PoE(180W),Quick Start,/images/dcs-box.png,3
USW-Pro-HD-24,Device,/images/dcs-box.png,0
USW-Pro-HD-24,Mounting Kit,/images/dcs-box.png,1
USW-Pro-HD-24,Power Cable,/images/dcs-box.png,2
USW-Pro-HD-24,Quick Start,/images/dcs-box.png,3
USW-Pro-Max-48,Device,/images/dcs-box.png,0
USW-Pro-Max-48,Mounting Kit,/images/dcs-box.png,1
USW-Pro-Max-48,Power Cable,/images/dcs-box.png,2
USW-Pro-Max-48,Quick Start,/images/dcs-box.png,3
USW-Pro-Max-24,Device,/images/dcs-box.png,0
USW-Pro-Max-24,Mounting Kit,/images/dcs-box.png,1
USW-Pro-Max-24,Power Cable,/images/dcs-box.png,2
USW-Pro-Max-24,Quick Start,/images/dcs-box.png,3
USW-Pro-Max-16,Device,/images/dcs-box.png,0
USW-Pro-Max-16,Mounting Kit,/images/dcs-box.png,1
USW-Pro-Max-16,Power Cable,/images/dcs-box.png,2
USW-Pro-Max-16,Quick Start,/images/dcs-box.png,3
USW-Pro-48-PoE(600W),Device,/images/dcs-box.png,0
USW-Pro-48-PoE(600W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-48-PoE(600W),Power Cable,/images/dcs-box.png,2
USW-Pro-48-PoE(600W),Quick Start,/images/dcs-box.png,3
USW-Pro-24-PoE(400W),Device,/images/dcs-box.png,0
USW-Pro-24-PoE(400W),Mounting Kit,/images/dcs-box.png,1
USW-Pro-24-PoE(400W),Power Cable,/images/dcs-box.png,2
USW-Pro-24-PoE(400W),Quick Start,/images/dcs-box.png,3
USW-Pro-48,Device,/images/dcs-box.png,0
USW-Pro-48,Mounting Kit,/images/dcs-box.png,1
USW-Pro-48,Power Cable,/images/dcs-box.png,2
