product_id,label,value,sort_order
UA-G2-Intercom,Audio,Two-way Audio,3
UA-G2-Intercom,Resolution,4K (8MP),0
UA-G2-Intercom,Night Vision,25m (82ft) IR,1
UA-G2-Intercom,Zoom,3x Optical,2
UA-G2-Intercom,Audio,Two-way Audio,3
UVC-G6-Pro-Entry,Resolution,4K (8MP),0
UVC-G6-Pro-Entry,Night Vision,25m (82ft) IR,1
UVC-G6-Pro-Entry,Zoom,3x Optical,2
UVC-G6-Pro-Entry,Audio,Two-way Audio,3
UVC-G6-Entry,Resolution,4K (8MP),0
UVC-G6-Entry,Night Vision,25m (82ft) IR,1
UVC-G6-Entry,Zoom,3x Optical,2
UVC-G6-Entry,Audio,Two-way Audio,3
EAH-8,Resolution,4K (8MP),0
EAH-8,Night Vision,25m (82ft) IR,1
EAH-8,Zoom,3x Optical,2
EAH-8,Audio,Two-way Audio,3
UA-Retrofit-Hub-2,Resolution,4K (8MP),0
UA-Retrofit-Hub-2,Night Vision,25m (82ft) IR,1
UA-Retrofit-Hub-2,Zoom,3x Optical,2
UA-Retrofit-Hub-2,Audio,Two-way Audio,3
UA-Hub-Door,Resolution,4K (8MP),0
UA-Hub-Door,Night Vision,25m (82ft) IR,1
UA-Hub-Door,Zoom,3x Optical,2
UA-Hub-Door,Audio,Two-way Audio,3
UA-Hub-Door-Mini,Resolution,4K (8MP),0
UA-Hub-Door-Mini,Night Vision,25m (82ft) IR,1
UA-Hub-Door-Mini,Zoom,3x Optical,2
UA-Hub-Door-Mini,Audio,Two-way Audio,3
UA-Hub-Gate,Resolution,4K (8MP),0
UA-Hub-Gate,Night Vision,25m (82ft) IR,1
UA-Hub-Gate,Zoom,3x Optical,2
UA-Hub-Gate,Audio,Two-way Audio,3
UA-Ultra,Resolution,4K (8MP),0
UA-Ultra,Night Vision,25m (82ft) IR,1
UA-Ultra,Zoom,3x Optical,2
UA-Ultra,Audio,Two-way Audio,3
UA-G3-SK-Pro,Resolution,4K (8MP),0
UA-G3-SK-Pro,Night Vision,25m (82ft) IR,1
UA-G3-SK-Pro,Zoom,3x Optical,2
UA-G3-SK-Pro,Audio,Two-way Audio,3
UA-G2-SK-Pro,Resolution,4K (8MP),0
UA-G2-SK-Pro,Night Vision,25m (82ft) IR,1
UA-G2-SK-Pro,Zoom,3x Optical,2
UA-G2-SK-Pro,Audio,Two-way Audio,3
UA-G3-SK,Resolution,4K (8MP),0
UA-G3-SK,Night Vision,25m (82ft) IR,1
UA-G3-SK,Zoom,3x Optical,2
UA-G3-SK,Audio,Two-way Audio,3
UA-G2-SK,Resolution,4K (8MP),0
UA-G2-SK,Night Vision,25m (82ft) IR,1
UA-G2-SK,Zoom,3x Optical,2
UA-G2-SK,Audio,Two-way Audio,3
UA-G3-SK-Gate,Resolution,4K (8MP),0
UA-G3-SK-Gate,Night Vision,25m (82ft) IR,1
UA-G3-SK-Gate,Zoom,3x Optical,2
UA-G3-SK-Gate,Audio,Two-way Audio,3
UA-G2-SK-Gate,Resolution,4K (8MP),0
UA-G2-SK-Gate,Night Vision,25m (82ft) IR,1
UA-G2-SK-Gate,Zoom,3x Optical,2
UA-G2-SK-Gate,Audio,Two-way Audio,3
UA-SK-Elevator,Resolution,4K (8MP),0
UA-SK-Elevator,Night Vision,25m (82ft) IR,1
UA-SK-Elevator,Zoom,3x Optical,2
UA-SK-Elevator,Audio,Two-way Audio,3
UA-G3-Intercom,Resolution,4K (8MP),0
UA-G3-Intercom,Night Vision,25m (82ft) IR,1
UA-G3-Intercom,Zoom,3x Optical,2
UA-G3-Intercom,Audio,Two-way Audio,3
UA-G2-Intercom,Resolution,4K (8MP),0
UA-G2-Intercom,Night Vision,25m (82ft) IR,1
UA-G2-Intercom,Zoom,3x Optical,2
UA-G2-Intercom,Audio,Two-way Audio,3
UA-Intercom-Viewer,Resolution,4K (8MP),0
UA-Intercom-Viewer,Night Vision,25m (82ft) IR,1
UA-Intercom-Viewer,Zoom,3x Optical,2
UA-Intercom-Viewer,Audio,Two-way Audio,3
ENVR,Resolution,4K (8MP),0
ENVR,Night Vision,25m (82ft) IR,1
ENVR,Zoom,3x Optical,2
ENVR,Audio,Two-way Audio,3
UNVR-pro,Resolution,4K (8MP),0
UNVR-pro,Night Vision,25m (82ft) IR,1
UNVR-pro,Zoom,3x Optical,2
UNVR-pro,Audio,Two-way Audio,3
UNVR,Resolution,4K (8MP),0
UNVR,Night Vision,25m (82ft) IR,1
UNVR,Zoom,3x Optical,2
UNVR,Audio,Two-way Audio,3
UNVR-Instant,Resolution,4K (8MP),0
UNVR-Instant,Night Vision,25m (82ft) IR,1
UNVR-Instant,Zoom,3x Optical,2
UNVR-Instant,Audio,Two-way Audio,3
UNVR-Instant-Kit,Resolution,4K (8MP),0
UNVR-Instant-Kit,Night Vision,25m (82ft) IR,1
UNVR-Instant-Kit,Zoom,3x Optical,2
UNVR-Instant-Kit,Audio,Two-way Audio,3
UA-Card-10-B/W,Resolution,4K (8MP),0
UA-Card-10-B/W,Night Vision,25m (82ft) IR,1
UA-Card-10-B/W,Zoom,3x Optical,2
UA-Card-10-B/W,Audio,Two-way Audio,3
UACC-Retrofit-PoE-2Wire,Resolution,4K (8MP),0
UACC-Retrofit-PoE-2Wire,Night Vision,25m (82ft) IR,1
UACC-Retrofit-PoE-2Wire,Zoom,3x Optical,2
UACC-Retrofit-PoE-2Wire,Audio,Two-way Audio,3
UACC-Reader-JB-B/W,Resolution,4K (8MP),0
UACC-Reader-JB-B/W,Night Vision,25m (82ft) IR,1
UACC-Reader-JB-B/W,Zoom,3x Optical,2
UACC-Reader-JB-B/W,Audio,Two-way Audio,3
UACC-Reader-Pro-JB-B/W,Resolution,4K (8MP),0
UACC-Reader-Pro-JB-B/W,Night Vision,25m (82ft) IR,1
UACC-Reader-Pro-JB-B/W,Zoom,3x Optical,2
UACC-Reader-Pro-JB-B/W,Audio,Two-way Audio,3
UACC-Reader-Pro-AM-B/W,Resolution,4K (8MP),0
UACC-Reader-Pro-AM-B/W,Night Vision,25m (82ft) IR,1
UACC-Reader-Pro-AM-B/W,Zoom,3x Optical,2
UACC-Reader-Pro-AM-B/W,Audio,Two-way Audio,3
UACC-Intercom-SAM,Resolution,4K (8MP),0
UACC-Intercom-SAM,Night Vision,25m (82ft) IR,1
UACC-Intercom-SAM,Zoom,3x Optical,2
UACC-Intercom-SAM,Audio,Two-way Audio,3
UACC-Intercom-FM,Resolution,4K (8MP),0
UACC-Intercom-FM,Night Vision,25m (82ft) IR,1
UACC-Intercom-FM,Zoom,3x Optical,2
UACC-Intercom-FM,Audio,Two-way Audio,3
UACC-Intercom-Sunshield,Resolution,4K (8MP),0
UACC-Intercom-Sunshield,Night Vision,25m (82ft) IR,1
UACC-Intercom-Sunshield,Zoom,3x Optical,2
UACC-Intercom-Sunshield,Audio,Two-way Audio,3
UACC-Intercom-WM,Resolution,4K (8MP),0
UACC-Intercom-WM,Night Vision,25m (82ft) IR,1
UACC-Intercom-WM,Zoom,3x Optical,2
UACC-Intercom-WM,Audio,Two-way Audio,3
UACC-Intercom-Viewer-TS,Resolution,4K (8MP),0
UACC-Intercom-Viewer-TS,Night Vision,25m (82ft) IR,1
UACC-Intercom-Viewer-TS,Zoom,3x Optical,2
UACC-Intercom-Viewer-TS,Audio,Two-way Audio,3
UACC-Junction-Utility,Resolution,4K (8MP),0
UACC-Junction-Utility,Night Vision,25m (82ft) IR,1
UACC-Junction-Utility,Zoom,3x Optical,2
UACC-Junction-Utility,Audio,Two-way Audio,3
UACC-Retrofit-PSU-12V,Resolution,4K (8MP),0
UACC-Retrofit-PSU-12V,Night Vision,25m (82ft) IR,1
UACC-Retrofit-PSU-12V,Zoom,3x Optical,2
UACC-Retrofit-PSU-12V,Audio,Two-way Audio,3
UA-Button,Resolution,4K (8MP),0
UA-Button,Night Vision,25m (82ft) IR,1
UA-Button,Zoom,3x Optical,2
UA-Button,Audio,Two-way Audio,3
UACC-DoorCloser,Resolution,4K (8MP),0
UACC-DoorCloser,Night Vision,25m (82ft) IR,1
UACC-DoorCloser,Zoom,3x Optical,2
UACC-DoorCloser,Audio,Two-way Audio,3
UACC-PanicBar,Resolution,4K (8MP),0
UACC-PanicBar,Night Vision,25m (82ft) IR,1
UACC-PanicBar,Zoom,3x Optical,2
UACC-PanicBar,Audio,Two-way Audio,3
UA-Lock-Magnetic-270kg,Resolution,4K (8MP),0
UA-Lock-Magnetic-270kg,Night Vision,25m (82ft) IR,1
UA-Lock-Magnetic-270kg,Zoom,3x Optical,2
UA-Lock-Magnetic-270kg,Audio,Two-way Audio,3
UACC-Lock-Strike-Secure-15mm,Resolution,4K (8MP),0
UACC-Lock-Strike-Secure-15mm,Night Vision,25m (82ft) IR,1
UACC-Lock-Strike-Secure-15mm,Zoom,3x Optical,2
UACC-Lock-Strike-Secure-15mm,Audio,Two-way Audio,3
UACC-Lock-Strike-Safe-15mm,Resolution,4K (8MP),0
UACC-Lock-Strike-Safe-15mm,Night Vision,25m (82ft) IR,1
UACC-Lock-Strike-Safe-15mm,Zoom,3x Optical,2
UACC-Lock-Strike-Safe-15mm,Audio,Two-way Audio,3
UACC-Cable-DoorLockRelay-1P,Resolution,4K (8MP),0
UACC-Cable-DoorLockRelay-1P,Night Vision,25m (82ft) IR,1
UACC-Cable-DoorLockRelay-1P,Zoom,3x Optical,2
UACC-Cable-DoorLockRelay-1P,Audio,Two-way Audio,3
UACC-Cable-DoorLockRelay-2P,Resolution,4K (8MP),0
UACC-Cable-DoorLockRelay-2P,Night Vision,25m (82ft) IR,1
UACC-Cable-DoorLockRelay-2P,Zoom,3x Optical,2
UACC-Cable-DoorLockRelay-2P,Audio,Two-way Audio,3
UA-Pocket,Resolution,4K (8MP),0
UA-Pocket,Night Vision,25m (82ft) IR,1
UA-Pocket,Zoom,3x Optical,2
UA-Pocket,Audio,Two-way Audio,3
UA-Rescue,Resolution,4K (8MP),0
UA-Rescue,Night Vision,25m (82ft) IR,1
UA-Rescue,Zoom,3x Optical,2
UA-Rescue,Audio,Two-way Audio,3
UNAS-Pro-8,Resolution,4K (8MP),0
UNAS-Pro-8,Night Vision,25m (82ft) IR,1
UNAS-Pro-8,Zoom,3x Optical,2
UNAS-Pro-8,Audio,Two-way Audio,3
UNAS-Pro-4,Resolution,4K (8MP),0
UNAS-Pro-4,Night Vision,25m (82ft) IR,1
UNAS-Pro-4,Zoom,3x Optical,2
UNAS-Pro-4,Audio,Two-way Audio,3
UNAS-Pro,Resolution,4K (8MP),0
UNAS-Pro,Night Vision,25m (82ft) IR,1
UNAS-Pro,Zoom,3x Optical,2
UNAS-Pro,Audio,Two-way Audio,3
UNAS-2-B/W,Resolution,4K (8MP),0
UNAS-2-B/W,Night Vision,25m (82ft) IR,1
UNAS-2-B/W,Zoom,3x Optical,2
UNAS-2-B/W,Audio,Two-way Audio,3
UNAS-4-B/W,Resolution,4K (8MP),0
UNAS-4-B/W,Night Vision,25m (82ft) IR,1
UNAS-4-B/W,Zoom,3x Optical,2
UNAS-4-B/W,Audio,Two-way Audio,3
UPS-2U,Resolution,4K (8MP),0
UPS-2U,Night Vision,25m (82ft) IR,1
UPS-2U,Zoom,3x Optical,2
UPS-2U,Audio,Two-way Audio,3
UPS-Tower,Resolution,4K (8MP),0
UPS-Tower,Night Vision,25m (82ft) IR,1
UPS-Tower,Zoom,3x Optical,2
UPS-Tower,Audio,Two-way Audio,3
USW-Mission-Critical(120W),Resolution,4K (8MP),0
USW-Mission-Critical(120W),Night Vision,25m (82ft) IR,1
USW-Mission-Critical(120W),Zoom,3x Optical,2
USW-Mission-Critical(120W),Audio,Two-way Audio,3
USP-RPS,Resolution,4K (8MP),0
USP-RPS,Night Vision,25m (82ft) IR,1
USP-RPS,Zoom,3x Optical,2
USP-RPS,Audio,Two-way Audio,3
USP-PDU-Pro,Resolution,4K (8MP),0
USP-PDU-Pro,Night Vision,25m (82ft) IR,1
USP-PDU-Pro,Zoom,3x Optical,2
USP-PDU-Pro,Audio,Two-way Audio,3
USP-PDU-HD,Resolution,4K (8MP),0
USP-PDU-HD,Night Vision,25m (82ft) IR,1
USP-PDU-HD,Zoom,3x Optical,2
USP-PDU-HD,Audio,Two-way Audio,3
U5G-Max,Resolution,4K (8MP),0
U5G-Max,Night Vision,25m (82ft) IR,1
U5G-Max,Zoom,3x Optical,2
U5G-Max,Audio,Two-way Audio,3
U5G-Max-Outdoor,Resolution,4K (8MP),0
U5G-Max-Outdoor,Night Vision,25m (82ft) IR,1
U5G-Max-Outdoor,Zoom,3x Optical,2
U5G-Max-Outdoor,Audio,Two-way Audio,3
UMR-Industrial,Resolution,4K (8MP),0
UMR-Industrial,Night Vision,25m (82ft) IR,1
UMR-Industrial,Zoom,3x Optical,2
UMR-Industrial,Audio,Two-way Audio,3
UMR-Ultra,Resolution,4K (8MP),0
UMR-Ultra,Night Vision,25m (82ft) IR,1
UMR-Ultra,Zoom,3x Optical,2
UMR-Ultra,Audio,Two-way Audio,3
UMR,Resolution,4K (8MP),0
UMR,Night Vision,25m (82ft) IR,1
UMR,Zoom,3x Optical,2
UMR,Audio,Two-way Audio,3
U-LTE,Resolution,4K (8MP),0
U-LTE,Night Vision,25m (82ft) IR,1
U-LTE,Zoom,3x Optical,2
U-LTE,Audio,Two-way Audio,3
U-LTE-Backup Pro,Resolution,4K (8MP),0
U-LTE-Backup Pro,Night Vision,25m (82ft) IR,1
U-LTE-Backup Pro,Zoom,3x Optical,2
U-LTE-Backup Pro,Audio,Two-way Audio,3
UTP-G3-Touch-Enterprise,Resolution,4K (8MP),0
UTP-G3-Touch-Enterprise,Night Vision,25m (82ft) IR,1
UTP-G3-Touch-Enterprise,Zoom,3x Optical,2
UTP-G3-Touch-Enterprise,Audio,Two-way Audio,3
UTP-G3-Touch-Pro,Resolution,4K (8MP),0
UTP-G3-Touch-Pro,Night Vision,25m (82ft) IR,1
UTP-G3-Touch-Pro,Zoom,3x Optical,2
UTP-G3-Touch-Pro,Audio,Two-way Audio,3
UTP-G3-Touch-Wall,Resolution,4K (8MP),0
UTP-G3-Touch-Wall,Night Vision,25m (82ft) IR,1
UTP-G3-Touch-Wall,Zoom,3x Optical,2
UTP-G3-Touch-Wall,Audio,Two-way Audio,3
UTP-TouchMax-B/W,Resolution,4K (8MP),0
UTP-TouchMax-B/W,Night Vision,25m (82ft) IR,1
UTP-TouchMax-B/W,Zoom,3x Optical,2
UTP-TouchMax-B/W,Audio,Two-way Audio,3
UTP-Touch-B/W,Resolution,4K (8MP),0
UTP-Touch-B/W,Night Vision,25m (82ft) IR,1
UTP-Touch-B/W,Zoom,3x Optical,2
UTP-Touch-B/W,Audio,Two-way Audio,3
UT-G3-Handset,Resolution,4K (8MP),0
UT-G3-Handset,Night Vision,25m (82ft) IR,1
UT-G3-Handset,Zoom,3x Optical,2
UT-G3-Handset,Audio,Two-way Audio,3
UT-ATA,Resolution,4K (8MP),0
UT-ATA,Night Vision,25m (82ft) IR,1
UT-ATA,Zoom,3x Optical,2
UT-ATA,Audio,Two-way Audio,3
UC-EV-Station-Pro,Resolution,4K (8MP),0
UC-EV-Station-Pro,Night Vision,25m (82ft) IR,1
UC-EV-Station-Pro,Zoom,3x Optical,2
UC-EV-Station-Pro,Audio,Two-way Audio,3
UC-EV-Station-Lite,Resolution,4K (8MP),0
UC-EV-Station-Lite,Night Vision,25m (82ft) IR,1
UC-EV-Station-Lite,Zoom,3x Optical,2
UC-EV-Station-Lite,Audio,Two-way Audio,3
UPL-Amp-B/W,Resolution,4K (8MP),0
UPL-Amp-B/W,Night Vision,25m (82ft) IR,1
UPL-Amp-B/W,Zoom,3x Optical,2
UPL-Amp-B/W,Audio,Two-way Audio,3
UPL-Port-B/W,Resolution,4K (8MP),0
UPL-Port-B/W,Night Vision,25m (82ft) IR,1
UPL-Port-B/W,Zoom,3x Optical,2
UPL-Port-B/W,Audio,Two-way Audio,3
UC-Cast-Pro,Resolution,4K (8MP),0
UC-Cast-Pro,Night Vision,25m (82ft) IR,1
UC-Cast-Pro,Zoom,3x Optical,2
UC-Cast-Pro,Audio,Two-way Audio,3
UC-Cast-Lite,Resolution,4K (8MP),0
UC-Cast-Lite,Night Vision,25m (82ft) IR,1
UC-Cast-Lite,Zoom,3x Optical,2
UC-Cast-Lite,Audio,Two-way Audio,3
ECS-Aggregation,Ports,"8x 2.5GbE, 16x GbE",0
ECS-Aggregation,PoE Budget,400W,1
ECS-Aggregation,Uplink,2x 10G SFP+,2
ECS-Aggregation,Layer,Layer 3 Switching,3
USW-Pro-XG-Aggregation,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-Aggregation,PoE Budget,400W,1
USW-Pro-XG-Aggregation,Uplink,2x 10G SFP+,2
USW-Pro-XG-Aggregation,Layer,Layer 3 Switching,3
USW-Pro-Aggregation,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Aggregation,PoE Budget,400W,1
USW-Pro-Aggregation,Uplink,2x 10G SFP+,2
USW-Pro-Aggregation,Layer,Layer 3 Switching,3
USW-Aggregation,Ports,"8x 2.5GbE, 16x GbE",0
USW-Aggregation,PoE Budget,400W,1
USW-Aggregation,Uplink,2x 10G SFP+,2
USW-Aggregation,Layer,Layer 3 Switching,3
ECS-48-PoE(2150W),Ports,"8x 2.5GbE, 16x GbE",0
ECS-48-PoE(2150W),PoE Budget,400W,1
ECS-48-PoE(2150W),Uplink,2x 10G SFP+,2
ECS-48-PoE(2150W),Layer,Layer 3 Switching,3
ECS-24-PoE(1050W),Ports,"8x 2.5GbE, 16x GbE",0
ECS-24-PoE(1050W),PoE Budget,400W,1
ECS-24-PoE(1050W),Uplink,2x 10G SFP+,2
ECS-24-PoE(1050W),Layer,Layer 3 Switching,3
ECS-48S-PoE(2150W),Ports,"8x 2.5GbE, 16x GbE",0
ECS-48S-PoE(2150W),PoE Budget,400W,1
ECS-48S-PoE(2150W),Uplink,2x 10G SFP+,2
ECS-48S-PoE(2150W),Layer,Layer 3 Switching,3
ECS-24S-PoE(1050W),Ports,"8x 2.5GbE, 16x GbE",0
ECS-24S-PoE(1050W),PoE Budget,400W,1
ECS-24S-PoE(1050W),Uplink,2x 10G SFP+,2
ECS-24S-PoE(1050W),Layer,Layer 3 Switching,3
ECS-Aggregation,Ports,"8x 2.5GbE, 16x GbE",0
ECS-Aggregation,PoE Budget,400W,1
ECS-Aggregation,Uplink,2x 10G SFP+,2
ECS-Aggregation,Layer,Layer 3 Switching,3
USW-Pro-Max-48-PoE(720W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Max-48-PoE(720W),PoE Budget,400W,1
USW-Pro-Max-48-PoE(720W),Uplink,2x 10G SFP+,2
USW-Pro-Max-48-PoE(720W),Layer,Layer 3 Switching,3
USW-Pro-Max-24-PoE(400W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Max-24-PoE(400W),PoE Budget,400W,1
USW-Pro-Max-24-PoE(400W),Uplink,2x 10G SFP+,2
USW-Pro-Max-24-PoE(400W),Layer,Layer 3 Switching,3
USW-Pro-XG-48-PoE(1080),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-48-PoE(1080),PoE Budget,400W,1
USW-Pro-XG-48-PoE(1080),Uplink,2x 10G SFP+,2
USW-Pro-XG-48-PoE(1080),Layer,Layer 3 Switching,3
USW-Pro-XG-24-PoE(720W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-24-PoE(720W),PoE Budget,400W,1
USW-Pro-XG-24-PoE(720W),Uplink,2x 10G SFP+,2
USW-Pro-XG-24-PoE(720W),Layer,Layer 3 Switching,3
USW-Pro-HD-24-PoE(600W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-HD-24-PoE(600W),PoE Budget,400W,1
USW-Pro-HD-24-PoE(600W),Uplink,2x 10G SFP+,2
USW-Pro-HD-24-PoE(600W),Layer,Layer 3 Switching,3
USW-Pro-XG-48,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-48,PoE Budget,400W,1
USW-Pro-XG-48,Uplink,2x 10G SFP+,2
USW-Pro-XG-48,Layer,Layer 3 Switching,3
USW-Pro-XG-24,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-24,PoE Budget,400W,1
USW-Pro-XG-24,Uplink,2x 10G SFP+,2
USW-Pro-XG-24,Layer,Layer 3 Switching,3
USW-Pro-XG-10-PoE(400W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-10-PoE(400W),PoE Budget,400W,1
USW-Pro-XG-10-PoE(400W),Uplink,2x 10G SFP+,2
USW-Pro-XG-10-PoE(400W),Layer,Layer 3 Switching,3
USW-Pro-Max-16-PoE(180W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Max-16-PoE(180W),PoE Budget,400W,1
USW-Pro-Max-16-PoE(180W),Uplink,2x 10G SFP+,2
USW-Pro-Max-16-PoE(180W),Layer,Layer 3 Switching,3
USW-Pro-HD-24,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-HD-24,PoE Budget,400W,1
USW-Pro-HD-24,Uplink,2x 10G SFP+,2
USW-Pro-HD-24,Layer,Layer 3 Switching,3
USW-Pro-Max-48,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Max-48,PoE Budget,400W,1
USW-Pro-Max-48,Uplink,2x 10G SFP+,2
USW-Pro-Max-48,Layer,Layer 3 Switching,3
USW-Pro-Max-24,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Max-24,PoE Budget,400W,1
USW-Pro-Max-24,Uplink,2x 10G SFP+,2
USW-Pro-Max-24,Layer,Layer 3 Switching,3
USW-Pro-Max-16,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-Max-16,PoE Budget,400W,1
USW-Pro-Max-16,Uplink,2x 10G SFP+,2
USW-Pro-Max-16,Layer,Layer 3 Switching,3
USW-Pro-48-PoE(600W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-48-PoE(600W),PoE Budget,400W,1
USW-Pro-48-PoE(600W),Uplink,2x 10G SFP+,2
USW-Pro-48-PoE(600W),Layer,Layer 3 Switching,3
USW-Pro-24-PoE(400W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-24-PoE(400W),PoE Budget,400W,1
USW-Pro-24-PoE(400W),Uplink,2x 10G SFP+,2
USW-Pro-24-PoE(400W),Layer,Layer 3 Switching,3
USW-Pro-48,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-48,PoE Budget,400W,1
USW-Pro-48,Uplink,2x 10G SFP+,2
USW-Pro-48,Layer,Layer 3 Switching,3
USW-Pro-24,Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-24,PoE Budget,400W,1
USW-Pro-24,Uplink,2x 10G SFP+,2
USW-Pro-24,Layer,Layer 3 Switching,3
USW-Enterprise-48-PoE(720W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Enterprise-48-PoE(720W),PoE Budget,400W,1
USW-Enterprise-48-PoE(720W),Uplink,2x 10G SFP+,2
USW-Enterprise-48-PoE(720W),Layer,Layer 3 Switching,3
USW-Enterprise-24-PoE(400W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Enterprise-24-PoE(400W),PoE Budget,400W,1
USW-Enterprise-24-PoE(400W),Uplink,2x 10G SFP+,2
USW-Enterprise-24-PoE(400W),Layer,Layer 3 Switching,3
USW-Mission-Critical-(120W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Mission-Critical-(120W),PoE Budget,400W,1
USW-Mission-Critical-(120W),Uplink,2x 10G SFP+,2
USW-Mission-Critical-(120W),Layer,Layer 3 Switching,3
USW-48-PoE(195W),Ports,"8x 2.5GbE, 16x GbE",0
USW-48-PoE(195W),PoE Budget,400W,1
USW-48-PoE(195W),Uplink,2x 10G SFP+,2
USW-48-PoE(195W),Layer,Layer 3 Switching,3
USW-24-PoE(95W),Ports,"8x 2.5GbE, 16x GbE",0
USW-24-PoE(95W),PoE Budget,400W,1
USW-24-PoE(95W),Uplink,2x 10G SFP+,2
USW-24-PoE(95W),Layer,Layer 3 Switching,3
USW-16-PoE(42W),Ports,"8x 2.5GbE, 16x GbE",0
USW-16-PoE(42W),PoE Budget,400W,1
USW-16-PoE(42W),Uplink,2x 10G SFP+,2
USW-16-PoE(42W),Layer,Layer 3 Switching,3
USW-48,Ports,"8x 2.5GbE, 16x GbE",0
USW-48,PoE Budget,400W,1
USW-48,Uplink,2x 10G SFP+,2
USW-48,Layer,Layer 3 Switching,3
USW-24,Ports,"8x 2.5GbE, 16x GbE",0
USW-24,PoE Budget,400W,1
USW-24,Uplink,2x 10G SFP+,2
USW-24,Layer,Layer 3 Switching,3
USW-WAN,Ports,"8x 2.5GbE, 16x GbE",0
USW-WAN,PoE Budget,400W,1
USW-WAN,Uplink,2x 10G SFP+,2
USW-WAN,Layer,Layer 3 Switching,3
USW-WAN-RJ45,Ports,"8x 2.5GbE, 16x GbE",0
USW-WAN-RJ45,PoE Budget,400W,1
USW-WAN-RJ45,Uplink,2x 10G SFP+,2
USW-WAN-RJ45,Layer,Layer 3 Switching,3
USW-Lite-16-PoE(45W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Lite-16-PoE(45W),PoE Budget,400W,1
USW-Lite-16-PoE(45W),Uplink,2x 10G SFP+,2
USW-Lite-16-PoE(45W),Layer,Layer 3 Switching,3
USW-Lite-8-PoE(52W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Lite-8-PoE(52W),PoE Budget,400W,1
USW-Lite-8-PoE(52W),Uplink,2x 10G SFP+,2
USW-Lite-8-PoE(52W),Layer,Layer 3 Switching,3
USW-Pro-XG-8-PoE(155W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-XG-8-PoE(155W),PoE Budget,400W,1
USW-Pro-XG-8-PoE(155W),Uplink,2x 10G SFP+,2
USW-Pro-XG-8-PoE(155W),Layer,Layer 3 Switching,3
USW-Enterprise-8-PoE(120W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Enterprise-8-PoE(120W),PoE Budget,400W,1
USW-Enterprise-8-PoE(120W),Uplink,2x 10G SFP+,2
USW-Enterprise-8-PoE(120W),Layer,Layer 3 Switching,3
USW-Pro-8-PoE(120W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Pro-8-PoE(120W),PoE Budget,400W,1
USW-Pro-8-PoE(120W),Uplink,2x 10G SFP+,2
USW-Pro-8-PoE(120W),Layer,Layer 3 Switching,3
USW-Ultra-210W(202W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Ultra-210W(202W),PoE Budget,400W,1
USW-Ultra-210W(202W),Uplink,2x 10G SFP+,2
USW-Ultra-210W(202W),Layer,Layer 3 Switching,3
USW-Ultra-60W(52W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Ultra-60W(52W),PoE Budget,400W,1
USW-Ultra-60W(52W),Uplink,2x 10G SFP+,2
USW-Ultra-60W(52W),Layer,Layer 3 Switching,3
USW-Ultra(42W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Ultra(42W),PoE Budget,400W,1
USW-Ultra(42W),Uplink,2x 10G SFP+,2
USW-Ultra(42W),Layer,Layer 3 Switching,3
USW-Flex-2.5G-8-PoE(196W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex-2.5G-8-PoE(196W),PoE Budget,400W,1
USW-Flex-2.5G-8-PoE(196W),Uplink,2x 10G SFP+,2
USW-Flex-2.5G-8-PoE(196W),Layer,Layer 3 Switching,3
USW-Flex-2.5G-8,Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex-2.5G-8,PoE Budget,400W,1
USW-Flex-2.5G-8,Uplink,2x 10G SFP+,2
USW-Flex-2.5G-8,Layer,Layer 3 Switching,3
